id,title,description,rism,date,century,century_id,provenance,provenance_detail,provenance_id,segment,summary,indexing_notes,liturgical_occasions,indexing_date,drupal_path
source_299,"Montréal, McGill University - Humanities and Social Sciences Library McLennan-Redpath, MS medieval 212 (fragment)","""One leaf, on vellum, in latin. In mid-14th century textualis gothic. Flemish or northern German. Brown ink. 240x165 mm., writing surface 165x107 mm. One column, 19 lines, lined. 
 
Contents: r. gloria Domini. Quoniam excelsus Dominus et humilia rescipit....(Ps. 137, 6) Ecce Domine tu cognovisti omnia novissima et antiqua: tu formasti me et posu- v. isti super me manum tuam. (Ps. 138, 5) Confitebor tibi quia terribiliter magnifi-  (Ps. 138, 14) 
 
Decoration: Gold leaf one-line initials at the incipits of each paragraph, on square grounds, painted, alternatively, in ultramarine and light-crimson colors. Line-fillers at the end of each paragraph in ultramarine, light-crimson, light-green and/or light-red, and gold leaf, on disks or wavy shapes. Zoomorphic or anthropomorphic heads, in light-grey, appear at the end of the line-fillers, and, in two cases, in the fillers themselves. A three-quarter border appears on the recto. It is narrow (006 mm.), straight, and carries stripes in ultramarine, light-red and gold leaf, all dotted. Lines 11 and 12 of recto text, carry an initial (D) in ultramarine, with white circlets and white wavy lines. The initial is historiated and contains a young male face in grey. It rests on square ground, partly in gold leaf, partly in light-crimson. The edges of the initial extend into the border. The top of the border carries a zoomorphic figure, a hare in grey, resting on top the border. The border begins on the right upper corner, with two acanthus leaves, in light-green and dark-crimson, with a disk in gold leaf, in between. The lower part of the border carries a zoomorphic figure in light-green and dark-crimson. At the end of the border stands, on its hind legs, a hare-like creature in grey and light-green, holding, ready to shoot, an arrow-less arch. The border ends in a snail-like shape, in dark-crimson, with two light-green edges, resting on  irregular ultramarine ground. Top right of the leaf (seeing it from the recto), a rectangular piece (022x013 mm.) has been cut off. Late foliation (138)."" 

(Holland, Anne Marie, compiler. ""MS Medieval 212"". Long Descriptions Ms Medieval Manuscript Antiphonals, Missals and Graduals. Digitization and Cataloguing Project- Antiphonals, Missals and Gradual. Updated December 6, 2018), 31.",CDN-Mlr,Mid 14th century,14th century,century_1300_1399,,Flemish or German,,cantus,"Missal, one leaf, Flemish or German, mid-14th century",,,,http://cantus.uwaterloo.ca/source/693689
source_300,"Bamberg, Staatsbibliothek, lit. 6","VdS = Em-1Trimming has badly damaged this codex.Note “Is qui prius” — n09 — feria ii, omitted in this series.  “Christus hunc diem” — n21 — also omitted.“Benedicto gratis deo” — n24 — omitted",D-BAs,974-75 (Kruckenberg)   962 (Hoffmann),10th century (975-1000),century_0975_0999,Regensburg,"Sankt Emmeram, Regensburg",provenance_137,bower,,,,,http://cantus.uwaterloo.ca/source/123791
source_301,"Paris, Bibliothèque nationale, lat. 9449",,F-Pn,"11th c, third quarter",11th century (1050-1075),century_1050_1074,Nevers,Nevers,provenance_109,bower,,,,,http://cantus.uwaterloo.ca/source/123830
source_302,"Solesmes, Abbaye de Saint-Pierre, 596 (The Wilton Processional)","When possible, the index has been prepared from the original leaves of the Wilton processional, and when not possible, from Solesmes Ms. 596. The following leaves of the original 13th-century manuscript have been identified:

Folio, Owning collection and shelfmark or catalog number, Contents

1. Collection of Christopher de Hamel, November and Advent Sundays

8. The Toledo Museum of Art 1953.129H, Nativity, St. Steven

9. The Rochester Institute of Technology, Cary Graphic Arts Collection Portfolio Box 1-8, St. John, Holy Innocents, St. Thomas

10. The Buffalo and Erie County Public Library, Grosvenor Room RBR MSS. F54 1100, Octave of the Nativity, Circumcision, Epiphany

16. Stony Brook University, Frank Melville Jr. Memorial Library Z109 E4, Purification

30. University of Notre Dame, Hesburgh Library Constable MS 4, Palm Sunday

36. St. Louis Public Library, Grolier MS. 27, Palm Sunday
 
40.Dunedin Public Libraries, Heritage Collection, RMM Fragment 59b

43. University of Colorado, Boulder, Norlin Library ND 2950 E38 1900, Holy Thursday

44. Smith College, Neilson Library, Mortimer Rare Book Room MS 35, Holy Thursday, Good Friday

57. Kenyon College Olin Library, Special Collections and Archives Z113 F5, Holy Saturday

58. University of North Carolina, Greensboro Jackson Library, Special Collections, Z6605.L3 E44_08, Holy Saturday

59. Denison University, William Howard Doane Library, Special Collections Z113 .F5, Visitatio sepulchri

60. The Cleveland Public Library, Main Library, Fine Arts and Special Collections F Z109.E34 1900Z, Visitatio sepulchri

65. The Pierpont Morgan Library, MS M.1021, Easter Sunday

66. Case Western Reserve University, Kelvin Smith Library Special Collections, ND 2920. E33, Easter Sunday

69. University of Minnesota, Twin Cities, Special Collections and Rare Books Flat 019.51 F466, Easter Sunday

74. University of Illinois at Urbana-Champaign, Spurlock Museum 1948.06.0004, 
Major Litanies (Major Rogations)

75. Colby College Special Collections, Gladys Mayo Collection of Medieval Manuscript Leaves, 
Major Litanies (Major Rogations), Philip and James

82. Colby College Special Collections, Gladys Mayo Collection of Medieval Manuscript Leaves, Minor Litanies (Minor Rogations)

85. Ohio University, ND2920 E35 1950x, Minor Litanies (Minor Rogations) 

88. Indiana University, The Lilly Library Z118 A3 E28, Minor Litanies (Minor Rogations)

94. The New York State Library, Albany, 091 xE29	
Minor Litanies (Minor Rogations)

95. The Cleveland Institute of Art, ND2920 .E33, Minor Litanies 
(Minor Rogations)

97. University of Saskatchewan, Main Library, Special Collections, 
MSS 14, Minor Litanies (Minor Rogations)

98. The Ohio State University Libraries, Special Collections, MS. LAT. 7
Minor Litanies (Minor Rogations)

101. The Wadsworth Atheneum, Museum of Art 1960.126.8,	
Minor Litanies (Minor Rogations)

102.	University of Massachusetts, Amherst Libraries, Special Collections and University Archives MS 570, 
Minor Litanies (Minor Rogations)

103. The University of Toronto, Massey College, Robertson Davies Library, Gurney FF 0001
Vigil of the Ascension

105. The Public Library of Cincinnati and Hamilton County 096.1 ffF469, 
Vigil of the Ascension, Ascension

106. The Newark Public Library, Special Collections Division, Ascension

107. The University of South Carolina, Irvin Department of Rare Books and Special Collections, 
Ascension, Sunday within the octave of the Ascension

112. University of Iowa Libraries, Special Collections xfMMs.Gr3,	 Pentecost, Creed play

117. The Ohio State University Libraries, Rare Books & Manuscripts Library, MS.MR.Frag.8.117, Octave of Trinity Sunday

118. The Lima Public Library F-MEM 091 E Lufkin, Post-Pentecost Sundays

119.	The Ontario College of Art and Design, Dorothy H. Hoover Library ND 2920 E44 R.B.C., 
Post-Pentecost Sundays

122.	Private collection, Post-Pentecost Sundays, St. Barnabus

135. The Art Gallery of Ontario, Marian antiphons

141. Kent State University, Main Library, Special Collections and Archives edsoai.701896902, 
St. Michael

144. Fifty Original Leaves from Medieval Manuscripts, set 1, private collection, Louisville, Ohio, St. Iwius and St. Dionysius

160. Yale University, Beinecke Rare Book & Manuscript Library	
Settings of Hymn Nunc sancte nobis spiritus

161. Dunedin Public Libraries, Heritage Collection, RMM Fragment 59
Settings of Hymn Nunc sancte nobis spiritus",F-SO,late 13th c.,13th century (1275-1300),century_1275_1299,English,Wilton Abbey,provenance_049,cantus,"Solesmes Ms. 596 was copied from a late thirteenth-century manuscript processional from the women's Benedictine house of Wilton Abbey by Dom Paul Jausions circa 1860. After this time, the original thirteenth-century manuscript disappeared. Thirty-seven leaves of the original manuscript were identified in 2015-16 (see Altstatt, 2016.) Altstatt has shown that Otto F. Ege broke the manuscript circa 1948 and sold its leaves both individually and as Example no. 8 in the boxed portfolio 'Fifty Original Leaves from Medieval Manuscripts.'",This index was prepared with the permission of the Abbey of St. Pierre de Solesmes. Transcription assistance was provided by Lauren Purcell Joiner and Gabriel Forero Villamizar.,,,http://cantus.uwaterloo.ca/source/620437
source_303,"Montpellier, Bibliotheque municipale",,F-MO,14th c. (probably late0,14th century,century_1300_1399,"France, South",Southern France,provenance_057,bower,,,,,http://cantus.uwaterloo.ca/source/123984
source_304,"Montréal, Humanities and Social Sciences Library McLennan-Redpath, CDN-Mlr 111",,CDN-Mlr,1498 - early 16th century,16th century (1st half),century_1500_1549,Franciscan,Bruges,provenance_058,cantus,,,,,http://cantus.uwaterloo.ca/source/676545
source_305,"München, Bayerische Staatsbibliothek, Clm 4306","The antiphoners from the monastery of SS Ulrich and Afra in Augsburg represent the oldest complete Office chant tradition of the so-called Melk Reform. Several are preserved in the Bayerische Staatsbibliothek, Munich, while others are now in the Staats- und Stadtbibliothek Augsburg. (The later antiphoner Clm 4306 was chosen as a source for the summer temporale, despite curtailment of the Office, because apparently no other codex has survived.)Otherwise the tradition can be found in books produced only later, from the monastery of Ebersberg (Munich, Bayerische Staatsbibliothek, Clm 5801) and (much abbreviated) from the monastery of Lorch (Stuttgart, Württembergische Landesbibliothek, Mus. I. 63+64). Only one witness to this late medieval monastic reform of the liturgy is known from the monastery of Melk itself: an antiphoner for the day hours only, Melk 756.In the antiphoners from SS Ulrich and Afra, apart from the Offices for the local saints Afra, Ulrich and Simpert, there are two rhymed offices typical of the Melk tradition, for Benedict and the Visitation of Mary. Also typical of this tradition is the announcement of the Roman origin of the chants ""secundum rubricam romanam"". All these &#39;Melk&#39; codices are exactly concordant in the order of chants and the melodies. This is not a typical South German tradition (like, for instance, the Hirsau tradition in Karlsruhe LX and many other manuscripts) but a Roman tradition from the early 13th century. The tradition adopted by the reformers at the monastery of Melk was that of the Benedictine monastery of Subiaco. They took over not only the consuetudines but also the liturgical tradition of the Office and the Holy Mass. This tradition is completely different from South German traditions (and also presumably from the tradition of SS Ulrich and Afra before the Melk reform was introduced). Nor is the Subiaco tradition an old Italian, Benedictine tradition such as that preserved in the Lucca antiphoner (Lucca 601), but one based on the usage of the papal court in the Lateran church, which seems to have been instituted in the early 13th century during the pontificate of the popes Innocent III (1198-1216) and Honorius III (1216-1227). (The question of how far the canons of St. Fridian in Lucca influenced this tradition remains to be answered.)This train of events explains the closeness of the Augsburg codices in the Melk tradition to early Franciscan codices. (Much the same pattern is to be observed in books of the Olivetan reform, beginning in the year 1313, which have the same order of the chants and the ""rubrica romana""). There are some small differences in the melodies, but not many. All these reforms are marked by an adaptation of the secular to the monastic cursus, an abbreviation of the Office, a uniform practice of modal assignments and differentiae, and, finally, a limitation of the ambitus.All the chants, provided with note incipits and integrated in a web database, can be researched on www.cantus-augusta.de.Differentiae have been provided with a two-character code within each mode; the letter indicates the final pitch and the number has been assigned arbitrarily. All chants not found in CAO have been assigned numbers prefixed by ""ulr"".",D-Mbs,1501,16th century (1500-1525),century_1500_1524,Augsburg,Augsburg,provenance_016,cantus,"Antiphoners from the Benedictine monastery of SS. Ulrich and Afra in Augsburg. All with four-line staves and square notation. Monastic cursus.
Summer Temporale, 250 folios, written in 1501 by Frater Erasmus Huber, partly shortened office, especially on weekdays.",The computer file was prepared by Robert Klugseder (Universitãt Regensburg) with editorial assistance from Debra Lacoste (The University of Western Ontario).,"Ff. 1r, First Sunday of Advent; 8r, Great 'O' Antiphons; 11v, Christmas; 22r, Stephen; 35r, Epiphany; 46r, Septuagesima; 49v, Ash Wednesday; 57v, Palm Sunday; 66r, Triduum; 77v, Easter; 89r, Ascension; 96r, Pentecost; 104r, Trinity; 108v, Corpus Christi; 116v, Histories; 119v, Sundays after Pentecost; 127v, Chants for the Summer Months & Histories.
Ff. 136r, Andrew; 137r, Nicholas; 138v, Lucy; 142v, Purification; 155r, Benedict; 162v, Annunciation; 168v, Finding of the Cross; 171v, John the Baptist; 182v, Visitation; 186r, Ulrich; 195r, Mary Magdalene; 196r, Afra; 206v, Laurence; 209v, Assumption; 216r, Nativity of Mary; 222v, Michael; 225v, Simpert; 229r, All Saints; 233v, Martin; 236v, miscellaneous material.",,http://cantus.uwaterloo.ca/source/123684
source_306,"Graz, Universitätsbibliothek, 30 (olim 38/9 f.)","Differentiae are indicated in the margins of both A-Gu 29 and A-Gu 30 using the two-letter system (one letter for mode, one for differentia) found in Switzerland and some regions of Germany and Austria. These tonary letters are given in the differentia field of the computer index. The Arabic numerals in the field for mode have been supplied by the CANTUS staff on the basis of the tonary letters. A few unusual tonary letters in Graz 30 (34r, 36v, 38r, 50r, 120r, and 221r), which appear to be ""m,"" have been interpreted instead as ""w,"" that is, omega. The index does not distinguish between tonary letters in the original series and those that appear written over or in place of an earlier designation.Some differentiae have been notated on the staff instead of or in addition to a tonary letter (for example, in Graz 29, 65v, 149r, 253v, 268r, 285r, and 344v). Such notated differentiae may or may not match those found in the tonary (Graz 29, ff. 377r-379r). No attempt has been made in the index to indicate when differentiae are notated, even if they differ from what is implied by the tonary letter in the margin. Some antiphons without tonary letters include differentiae notated on the staff. When these could be matched to tonary letters through reference to the manuscript tonary, the appropriate letters have been supplied in the computer index.Ff. 199-204 in Graz 29 are the work of a different text hand inserted, out of liturgical order, before the Sanctorale section of the manuscript (Andrew, 205r). Therefore, the group of folios that precedes them (ff. 187-198, containing polyphonic settings of the Solemn Readings for Christmas) may also have been added to the manuscript at a later date, between the Temporale and Sanctorale sections. The hand of these folios containing polyphony, however, is more similar to the main body of the manuscript. The ends of both manuscripts appear to include a few folios appended at a later date.The two volumes overlap in interesting ways. Although only slightly longer, Graz 29 contains some unusual items (tones for the Lamentations of Jeremiah, 168v; the Office of the Dead, 352v; the Invitatory Tones, 363v; the Tonary, 377r; Polyphonic Settings, 187r and 379r) which are not included in Graz 30. By contrast, Graz 30 contains the majority of the important occasions of the Sanctorale. Both manuscripts include the Commons, a fortunate duplication because a folio lost in the Common of Virgins in Graz 30 (between ff. 369 and 370) may be reconstructed from Graz 29, beginning on f. 346r.The Commons in Graz 30 were probably copied from Graz 29, judging by the stray rubric (&ldquo;In commemoratione animarum fidelium&rdquo;) added by the copyist at the bottom of f. 374v. In Graz 29, this rubric precedes the Office of the Dead, after the Commons, which the scribe evidently copied into Graz 30 before deciding not to include that Office in the second volume. It is uncertain how much time may have elapsed between the production of the two volumes, but there are a few differences between the two versions of the Commons.In addition, the end of the summer Sanctorale in Graz 30 (Saturninus, 324r; Andrew, 324v; Nicholas, 330v; the Octave of Andrew, 336v; and Damasus, 336v) overlaps the beginning of the Advent Sanctorale in Graz 29 (Andrew, 205r; Nicholas, 212r; the Octave of Andrew, 219r; and Damasus, 219r). Comparison of these sections of the two manuscripts reveals some interesting changes in the Abbey liturgy in the period between the production of the two volumes. The feast of Saturninus appears to have been added in this time; incipits for the Magnificat and Benedictus antiphons as found in Graz 30 (324r-v) have been added to Graz 29 in the top margin of f. 205r.An antiphon intended for a procession after Lauds on St. Andrew&rsquo;s Day (Graz 29, 211v) appears, by its absence from Graz 30 (330r), to have been removed from that function. The Benedictus antiphon selected for Damasus is different in Graz 29 and 30, although both are Common antiphons. The few minor variants which may be observed between versions of individual melodies in the two manuscripts (for example, the antiphon &ldquo;Ambulans Jesus juxta mare&rdquo;) suggest that the copyist of Graz 30 may have worked at least in part from memory rather than slavishly copying melodies from Graz 29 into Graz 30.&nbsp;The Polyphony in Graz, Universitätsbibliothek, 29 and 30Graz 29 and 30 present the solemn record of a highly developed body of music for the Office as it was celebrated at the Austrian monastery of Sankt Lambrecht. Among the important aspects of the abbey&rsquo;s musical sophistication, the large number of polyphonic pieces is perhaps the most obvious. Two thirds of this important repertory--approximately sixty hymns, conductus, responsory verses and doxologies--has already been indexed in Gilbert Reaney, ed., Repertoire International des Sources Musicales, series B, no. 4, Manuscripts of Polyphonic Music (c. 1320- 1400) (Munich: G. Henle Verlag, 1969), 2: 327-333. These items are listed in Tables I & II. The other polyphonic settings in Graz 29 and Graz 30 have remained unknown. The opportunity afforded to CANTUS in compiling complete indices of these two manuscripts has made it possible to remedy this problem. Tables III & IV list all polyphony--responsory verses and doxologies--not indexed by RISM.TABLE IPolyphonic Items in GRAZ 29 Catalogued in RISMFolio#FeastNameGenreIncipit187r01Nativitas DominiMGaudens in domino in hoc187v01Nativitas DominiMJube domne silentium fieri187v02Nativitas DominiLPrimo tempore alleviata est189v03Nativitas DominiMJube domne silentium fieri190r01Nativitas DominiLPrimo tempore alleviata est192r02Nativitas DominiMJube domne benedicere192r03Nativitas DominiLConsolamini consolamini194v01Nativitas DominiMJube domne silentium fieri194v02Nativitas DominiLConsurge consurge induere197r03Nativitas DominiMJube domne silentium fieri197r04Nativitas DominiLSalvator noster dilectissimi202v01AgnetisVGloria patri et filio et203r01AgnetisVGloria patri et filio et289v01GregoriiVA domino factum est istud et289v02GregoriiVGloria patri et filio et291r02GregoriiVMemor esto congregationis291r03GregoriiVGloria patri et filio et293v01BenedictiVGloria patri et filio et293v02BenedictiIUt Christo celebri jubilemus [Intonation only]297r01BenedictiVPer te ducem clarissimum ut297r02BenedictiVGloria patri et filio et301r01Annuntiatio MariaeVO sancta et benedicta o301v01Annuntiatio MariaeVGloria patri et filio et303v01Annuntiatio MariaeVQuoniam peccatorum mole303v02Annuntiatio MariaeVGloria patri et filio et305v01Annuntiatio MariaeVGloria patri parilique proli379r01HymniHTe lucis ante terminum rerum379r02HymniHTe lucis ante terminum rerum379v01HymniHTe lucis ante terminum rerum379v02HymniHTe lucis ante terminum rerumTABLE IIPolyphonic Items in GRAZ 30 Catalogued in RISMFolio#FeastNameGenreIncipit108r02In Dedicatione Eccl.VVidit Jacob in somnis scalam108v01In Dedicatione Eccl.VGloria patri et filio et112r02In Dedicatione Eccl.VGloria patri et filio et172r01Transl. BenedictiVPer te ducem clarissimum ut172r02Transl. BenedictiVGloria patri et filio et228v01Assumptio MariaeRQuae est ista quae ascendit229r01Assumptio MariaeVGloria patri et filio et229v01Assumptio MariaeVGloria patri et filio et229v02Assumptio MariaeVGloria patri et filio etTABLE IIIPolyphonic Items in GRAZ 29 Not Catalogued in RISMFolio#FeastNameGenreIncipit037v04Vigilia Nat. DominiVConstantes estote videbitis037v05Vigilia Nat. DominiVGloria patri et filio et202r08AgnetisVSponsa Christi a Christo202v08AgnetisVPer quem facta sunt omnia293r02BenedictiVInter choros confessorum305r02Annuntiatio MariaeVOdor tuus super cunctaTABLE IVPolyphonic Items in GRAZ 30 Not Catalogued in RISMFolio#FeastNameGenreIncipit112r01In Dedicatione Eccl.VConserva domine in ea228v02Assumptio MariaeVIsta est speciosa inter229r02Assumptio MariaeVIsta est speciosa inter229v02Assumptio MariaeVQuae est ista quae ascendit247r03Nativitas MariaeVCernere divinum lumen gaudete247r04Nativitas MariaeVGloria patri et filio et249v04Nativitas MariaeVUt vitium virtus operiret249v05Nativitas MariaeVGloria patri et filio et333v04NicolaiVGloria patri et filio et334r03NicolaiVUt apud Christum ejus349r03Comm. plur. Mart.VTradiderunt corpora sua propter349r04Comm. plur. Mart.VGloria patri et filio et356v05Comm. unius Mart.VGloria patri et filio et357r02Comm. unius Mart.VImmortalis est enim memoria365r01Comm. un. Conf.Epi.VVigilate ergo quia nescitis365r02Comm. un. Conf.Epi.VGloria patri et filio et372r05Comm. VirginumVEructavit cor meum verbum372v01Comm. VirginumVGloria patri et filio etThe polyphonic item in Graz 29 &ldquo;Constantes estote videbitis&rdquo; was added by a later hand in the lower margin of f. 37v, where the original monophonic melodies of both verse and doxology found in the main body of the page reappear with discant voices added to them. Four small staves have been added to accommodate this musical material. This item may have been excluded from the list of polyphonic items in RISM because it was a later addition to the manuscript; yet the verse &ldquo;Per te ducem&rdquo; for Benedict&rsquo;s Translation [Graz 30, 172r] was included there even though its polyphonic version appears on an added half-folio inserted into the manuscript.In Graz 30 the polyphony not listed in RISM is disguised by the fact that the added voices were written in the lower margin of the page rather than next to the chants. The discants for the two verses for the Nativity of Mary [247r, 249r] were added in the lower margin in a text hand and musical notation similar to those of the original body of the manuscript. In the remaining five added discants, the text hand is similar to that of the original script but the staff notation is of a later type. In all five cases, the voice added to the doxology was notated in the lower margin of the preceding folio. In two cases [334r, 357r] doxologies with discant were added on two staves for responsories that did not originally include doxologies.There is some consistency in the liturgical assignment of responsory verses for which polyphony is supplied. With one exception, each of the final responsories for Matins in the Commons of Graz 30 has a polyphonic verse; the exception is the Common of Apostles. (The Commons in Graz 29, in most respects quite similar to those of Graz 30, lack the added voice parts.) The non-standard verse melodies are the same in both manuscripts [in Graz 29, &ldquo;Tradiderunt,&rdquo; 322v; &ldquo;Immortalis,&rdquo; 332r; &ldquo;Vigilate,&rdquo; 340v; &ldquo;Eructavit,&rdquo; 350r]. Actually, the verse &ldquo;Tradiderunt&rdquo; is set to both non-standard and standard verse formulae in both manuscripts.A single musical style is common to all Sankt Lambrecht polyphony, both for those items included in the main body of the manuscript and the marginal items. A cantor familiar with the rules for producing this type of discant might have been able to improvise an accompaniment to a familiar melody, much as fauxbourdon was used to ornament a single line. In fact, the marginal discants in both manuscripts may be the results of-- or plans for--such improvisations. The fact that not all responsories include polyphonic intonations for the respond after the verse may reflect the relative ease with which a cantor could have improvised the discant part.The polyphonic musical style in these manuscripts is primarily homophonic with the discant matching the original melody neume for neume. This is true of the simplest items (such as the second &ldquo;Jube domne silentium,&rdquo; Graz 29, 189v, which is basically an ornamented recitation tone) as well as more melismatic pieces (such as &ldquo;Per te ducem,&rdquo; Graz 29, 297r, or Graz 30, 172r). A single pitch is occasionally held for the duration of several pitches in the opposite voice (see the first &ldquo;Jube domne silentium,&rdquo; Graz 29, 187v, the final neume of each strophe). Furthermore, this single pitch may be notated either as several repeated puncta or as a long (compare in the same piece the ending of the first and second strophes).The discant voice stays most commonly at the interval of a perfect fifth and progresses in parallel motion with the chant. In order to preserve the perfect fifth, E-flats are usually notated in the accompanying part when B-flats occur in the principal voice. In cases where there is contrary motion, perfect intervals (unison, fifth, octave, and the occasional fourth) are strictly maintained between the two voices. An exception is the occasional third that results from contrary motion in passing from a fifth to a unison, or vice versa. This rigorous maintenance of certain intervals occasionally produces discant lines that are rather disjunct (such as the opening of the discant for the verse &ldquo;Inter choros confessorum&rdquo; for Benedict, Graz 29, 293r).When other Austrian manuscripts are examined, the Sankt Lambrecht polyphony proves even more interesting. All responsory verses set polyphonically in Graz 29 and 30 involve non-standard melodies. Comparison of indices in the CANTUS database facilitates the study of these melodies, which are often part of numerical series (such as in the late Offices for Benedict or Gregory). Rather than being modal formulae, as are standard responsory verses, these melodies are individual compositions transmitted from source to source with few changes. Most of these special melodies have a rather wide geographical distribution, and many appear in the other Austrian sources indexed by CANTUS--Vorau 287 (from Salzburg) and Klosterneuburg 1017 and 1018 (from Klosterneuburg). The melodies for Commons responsory verses also appear in the Commons of both other sources either in Vespers or as supplemental Matins responsories. The musicians of Sankt Lambrecht sought to elaborate these special melodies even further by adding discant voices. The fourth melody for the hymn &ldquo;Te lucis ante terminum&rdquo; [Graz 29, 379v] has also been added to Vorau 287 for hymn texts for the feast of the Immaculate Conception (&ldquo;Maria mater domini aeterni&rdquo; and &ldquo;Maria virgo regia ex stirpe,&rdquo; 311v) and for Anne (&ldquo;Assunt Annae sollemnia,&rdquo; 319r). The discant lines, however, appear to be unique to Sankt Lambrecht.",A-Gu,1300s,14th century,century_1300_1399,St-Lambrecht,St-Lambrecht,provenance_165,cantus,"Fourteenth-century antiphoner in two volumes (with A-Gu 29) from the Abbey of Sankt Lambrecht (Steiermark, Austria). Monastic cursus. 382 and 376 fols.","The index for A-Gu 30 was prepared at the Catholic University of America by Charles Downey and Joseph Metzinger. Essays by Charles Downey (c.1995), edited by Debra Lacoste (2005).","Ff. 1r-58v: Easter Temporale. 1r, Easter; 12v, lacuna after beginning of Easter Wednesday until third Sunday after Easter; 22r, Ascension; 31v, Pentecost; 42r, Trinity; 51r, Corpus Christi.
Ff. 58v-107v: Summer Histories interspersed with Sundays after Pentecost. 58v, Kings; 69v, Wisdom; 78r, Job; 86r, Tobia, Judith, and Esther; 93v, Maccabees; 100v, Prophets.
Ff. 107v-114v, Dedication of a Church.
Ff. 115r-336v: Summer Sanctorale. 115r, Commons for Paschal Saints; 125r, Finding of the Cross; 132r, Moving of Lambert’s Relics; 141r, John the Baptist; 167r, Moving of Benedict’s Relics; 175r, Margaret; 189r, Mary Magdalene; 197v, Anne; 212r, Afra; 228r, Assumption; 268r, Denis; 271v, Gall; 279v, Ursula; 287v, All Saints; 302v, Elizabeth of Hungary; 317r, Catherine; 330v, Nicholas.
Ff. 336v-374v: Common of Saints (369v, lacuna in first nocturn of Matins, Common of Virgins). Ff. 375r-376r: Added Miscellanea.",before 1997,http://cantus.uwaterloo.ca/source/123611
source_307,"München, Bayerische Staatsbibliothek, Clm 19 267",Cat. IV.3 p. 239  (Teg. 1267)odices num 18001 - 20212 ex monasterio in Tegernsee,D-Mbs,15/16,15th century (1475-1500),century_1475_1499,Tegernsee,Tegernsee,provenance_184,bower,,,,,http://cantus.uwaterloo.ca/source/124057
source_308,"Salamanca, Catedral - Archivo Musical, 8","The four antiphoners Salamanca, Catedral-Archivo Musical, 5, 6, 7, and 8 are the only surviving examples of manuscripts for the Office from the cathedral of Salamanca during the Middle Ages. Written in the 14th or 15th centuries, they clearly predate the Council of Trent in their contents and format, although in general, they contain a number of additions by later, post-Tridentine hands. The numerous additions by a later hand in codices 5 and 6 indicate that these codices remained in use after the reforms of the Council of Trent. While all four manuscripts are in a generally poor state of repair, the situation is at its worst with the two large antiphoners for the Proper of the saints, mss. 7 and 8; here what originally were probably historiated initials have all been excised, with some damage to the following folios in each case. Numerous lacunae exist where certain folios were removed from the manuscripts. The excised initials have been supplied in the file for purposes of searching. The present index reflects the best attempts one can make to reconstruct the original state of the manuscript given the generally bad state of repair of the remaining folios and the obvious difficulties presented by numerous lacunae in the manuscript, in many instances where valuable rubrics or other indications of specific liturgical occasions have been permanently lost. While early documentary references refer to a bishop Eleuterio of Salamanca attending the Third Council of Toledo in 589, no Mozarabic sources from Salamanca have survived. A history of the Salamancan liturgy necessarily stems from the time of the twelfth-century reconquest under Alfonso VI, whose daughter Urraca and her husband, Count Raymond of Burgundy, began the restoration of the city and founded the episcopal see on 22 June 1102. The construction of the cathedral and establishment of its chapter of canons date from the twelfth century. The size of the cathedral and its limitations for liturgical celebration eventually necessitated the construction of a new cathedral; this began on 12 May 1513 and the new buildings were officially consecrated in 1560. Paleographical traits and liturgical characteristics of these four antiphoners indicate that they were used in the old cathedral and may have been gradually replaced once the new cathedral was established for worship and the reforms of the Council of Trent (1545-63) had been implemented in the diocese of Salamanca. These four antiphoners form part of a series of fifty-two manuscripts, all used in the liturgical life of the cathedral throughout the centuries and all currently housed in the Archive of the Cathedral of Salamanca. The contents of the first ten predate the Council of Trent and therefore are considered properly medieval. Manuscripts 5, 6, 7 and 8 are the four antiphoners which belong to this group of manuscripts and thus demonstrate the Proper chants for the Office in use in Salamanca during the medieval period. All chants not found in CAO have been assigned an arbitrary number prefixed by ""sal""; the differentiae are labelled with a letter-number combination (the letter indicates the final pitch of the differentia, and the number is arbitrarily assigned).",E-SA,1300s+,14th century,century_1300_1399,Salamanca,Salamanca,provenance_151,cantus,"Portion of an antiphoner. Fourteenth or fifteenth century. 79 x 58 cm. Square notation on a five-line staff. Same hands as Codex 7. Cathedral cursus. 95 surviving folios [including 1 interpolated folio (9w-x)], with numbering in Roman numerals.","The index for E-SA 8 was prepared by James Boyce, O. Carm. with editorial assistance from Andrew Mitchell (University of Western Ontario).","Ff. 2r-142v: Sanctorale. 2r, Office of the Dead: 9w, interpolated folio giving provisions for an Office during Eastertide: 10r-12v, lacuna: 13r, Common of Saints, Eastertide: 14v, Philip and James (15r-v, lacuna): 18r, Invention of the Holy Cross (32r-v, lacuna): 34r, John at the Latin Gate: 34v, Appearance of Michael (36r-39v, lacuna): 51r-72v, lacuna: 73r, John the Baptist: 95r, John and Paul: 96r-104v, lacuna: 105r, Peter (106r-v, 111r-v; lacunae): 119r, Paul (120r-v, 127r-128v, 136r-137v; lacunae): 138r, Peter’s Chains: 141r, Conversion of Paul: 142v, Peter’s Chair (incomplete).",23 February 2000,http://cantus.uwaterloo.ca/source/123652
